,year,company_name,number_of_single_use_plastic_bags_issued,gross_proceeds_of_charge,vat,costs_deducted,cost_of_changing_till_systems,cost_of_staff_communications,cost_of_customer_communications,cost_of_obtaining_advice_on_charge,cost_of_administering_donations,other_costs_associated_with_implementing_charge,net_proceeds,amount_donated_to_good_causes,number_of_paper_bags_issued,number_of_bags_for_life_issued,number_of_fabric_bags_issued,number_of_other_bags_issued,difference_between_donations_and_proceeds,charity/voluntary,local_causes,health,arts_heritage,sports,education,environment,unknown
988,2020-21,J.P.MCDOUGALL & CO.LIMITED TRADING AS DULUX DECORATOR CENTRES,9970,997.0,166.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.83,830.83,,,,,0.0,1,0,0,0,0,0,0,0
989,2020-21,JACOBS & TURNER LTD,162315,8116.22,1352.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6763.52,,,,,,,0,0,0,0,0,0,0,1
990,2020-21,JD SPORTS FASHION PLC,1541126,142267.2,23711.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118556.00000000001,,,,,,,0,0,0,0,0,0,0,1
991,2020-21,JOHN GROSE GROUP LTD,17504,875.2,145.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.33,729.33,,,,,0.0,1,0,0,0,0,0,0,0
992,2020-21,JOHN LEWIS PLC,2271980,113599.0,18933.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94665.83,,,,,,,0,0,0,0,0,0,0,1
993,2020-21,KRISPY KREME UK LTD,302889,22322.65,3720.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18602.210000000003,,,,,,,0,0,0,0,0,0,0,1
994,2020-21,L ROWLANDS & CO (RETAIL) LIMITED,9629,484.45,80.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.71,403.71,,,,,0.0,0,0,1,0,0,0,0,0
995,2020-21,LAKELAND LIMITED,42401,3177.15,529.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2647.62,,,,,,,0,0,0,0,0,0,0,1
996,2020-21,LEONARD F JOLLYES (B.P) LTD,165002,8250.1,1375.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6875.08,,,,,,,0,0,0,0,0,0,0,1
997,2020-21,LINCOLNSHIRE COOPERATIVE LTD,3672687,183634.35,30605.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153028.62,153028.63,,1142002.0,34788.0,,0.010000000009313226,0,1,0,0,0,0,0,0
998,2020-21,LLOYDS PHARMACY LTD,204586,10229.3,1704.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8524.419999999998,8524.42,,,,,1.8189894035458565e-12,0,0,1,0,0,0,0,0
999,2020-21,LONGLEAT ENTERPRISES LIMITED,9783,489.15,81.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.62,,,,,,,0,0,0,0,0,0,0,1
1000,2020-21,LOUGHBOROUGH STUDENTS UNION,7309,365.45,60.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.53999999999996,,,,,,,0,0,0,0,0,0,0,1
1001,2020-21,M&CO TRADING LTD,304566,15228.3,2538.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12690.25,12690.25,,,,,0.0,0,1,0,0,0,0,0,0
1002,2020-21,MACHINE MART LTD,1998,99.9,16.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.25,,,,,,,0,0,0,0,0,0,0,1
1003,2020-21,MAJESTIC WINE WAREHOUSES LTD,3963,198.15,33.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.12,,,,,,,0,0,0,0,0,0,0,1
1004,2020-21,MARIE CURIE,44190,2209.5,368.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1841.25,,,137.0,,,,0,0,0,0,0,0,0,1
1005,2020-21,MARKS AND SPENCER GROUP PLC,475723,23786.15,3964.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19821.79,,,,,,,0,0,0,0,0,0,0,1
1006,2020-21,MAX SPIELMANN LIMITED,32676,1633.8,272.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361.5,,,,,,,0,0,0,0,0,0,0,1
1007,2020-21,MCCOLLS RETAIL GROUP,89755,4487.75,747.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739.79,3739.79,,,,,0.0,0,0,1,0,0,0,0,0
1008,2020-21,MENKIND LIMITED,195411,9770.55,1628.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8142.119999999999,8142.13,,,,,0.010000000001127773,1,1,1,0,0,0,0,0
1009,2020-21,MERCEDES-BENZ RETAIL GROUP UK LIMITED,49,2.5,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,,,,,,,0,0,0,0,0,0,0,1
1010,2020-21,MERLIN ENTERTAINMENTS LTD,79526,3976.3,662.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3313.58,,,,,,,0,0,0,0,0,0,0,1
1011,2020-21,MERSEYTRAVEL,23,1.15,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,,,,,,,0,0,0,0,0,0,0,1
1012,2020-21,MICHAEL ABAKHAN LIMITED,28725,1436.25,239.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.87,,,,,,,0,0,0,0,0,0,0,1
1013,2020-21,MINDS MATTER (TA) LTD,60427,3021.35,503.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2517.79,,,,,,,0,0,0,0,0,0,0,1
1014,2020-21,MNG MANGO UK LIMITED,20,1.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,,,,,,,0,0,0,0,0,0,0,1
1015,2020-21,MONDELEZ EUROPE SERVICES GMBH - UK BRANCH,6900,345.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.5,287.5,,,,,0.0,0,0,0,1,0,0,0,0
1016,2020-21,MORLEYS DEPARTMENT STORES LTD,94031,4701.55,783.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3917.96,,,,,,,0,0,0,0,0,0,0,1
1017,2020-21,MP MORAN & SONS LIMITED,1087,54.35,9.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.29,45.29,,,,,0.0,0,0,1,0,0,0,0,0
1018,2020-21,NIKE RETAIL UK (A UK ESTABLISHMENT OF NIKE RETAIL B.V.),374032,18701.6,3116.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15584.669999999998,,,,,,,0,0,0,0,0,0,0,1
1019,2020-21,NISBETS PLC,10525,526.25,87.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.54,,,,,,,0,0,0,0,0,0,0,1
1020,2020-21,NORCHEM HEALTHCARE LTD,884,44.2,7.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.830000000000005,,,,,,,0,0,0,0,0,0,0,1
1021,2020-21,OCADO RETAIL LIMITED,112600000,5630000.0,938333.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4691666.67,940000.0,,,,,-3751666.67,1,0,0,0,0,0,1,0
1022,2020-21,OLDRIDS AND CO LTD,10047,502.35,83.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.62,,,,,,,0,0,0,0,0,0,0,1
1023,2020-21,ONE STOP STORES LTD,7305,365.25,60.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.37,,,,,,,0,0,0,0,0,0,0,1
1024,2020-21,PAULTONS PARK LTD,50923,2546.15,424.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2121.79,2122.0,,,,,0.21000000000003638,0,0,1,0,0,0,0,0
1025,2020-21,PAVERS LTD,120015,6000.75,1000.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.62,,,,,,,0,0,0,0,0,0,0,1
1026,2020-21,PETROGAS GROUP UK LTD,253426,12671.3,2111.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10559.419999999998,6500.0,,,,,-4059.4199999999983,1,0,0,0,0,0,0,0
1027,2020-21,PETS AT HOME LIMITED,917735,45886.75,7647.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38238.96,38238.96,,,,,0.0,1,0,0,0,0,0,0,0
1028,2020-21,PGL TRAVEL LTD,23,1.15,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.92,,,,,-0.039999999999999925,1,0,0,0,0,0,0,0
1029,2020-21,PILLBOX 38 UK LTD,36413,1820.65,303.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1517.21,,,,,,,0,0,0,0,0,0,0,1
1030,2020-21,PORTMEIRION GROUP UK LIMITED,13618,680.9,113.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.42,,,,,,,0,0,0,0,0,0,0,1
1031,2020-21,POST OFFICE LIMITED,65,3.25,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,,,,,,,0,0,0,0,0,0,0,1
1032,2020-21,POUNDLAND LIMITED ,75328,3766.4,627.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3138.67,,,,,,,0,0,0,0,0,0,0,1
1033,2020-21,POUNDSTRETCHER LTD,2145945,107297.25,17882.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89414.37,,,,,,,0,0,0,0,0,0,0,1
1034,2020-21,PRET A MANGER (EUROPE) LTD,13287,664.35,110.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.62,,,,,,,0,0,0,0,0,0,0,1
1035,2020-21,PRINCESS ALICE HOSPICE,14512,725.6,120.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.6700000000001,,,,,,,0,0,0,0,0,0,0,1
1036,2020-21,QVC,3823,191.15,31.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.29000000000002,159.29,,,,,-2.842170943040401e-14,0,1,0,0,0,0,0,0
1037,2020-21,RADSTOCK CO-OPERATIVE SOCIETY LIMITED,578072,34632.65,5772.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28860.54,,,,,,,0,0,0,0,0,0,0,1
1038,2020-21,RED 5 (RETAIL) LIMITED,51,2.55,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1199999999999997,2.13,,,,,0.010000000000000231,1,1,1,0,0,0,0,0
1039,2020-21,RICHER SOUNDS LTD,81,4.05,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3699999999999997,,,,,,,0,0,0,0,0,0,0,1
1040,2020-21,RIVER ISLAND CLOTHING CO LTD,2230734,223073.4,37178.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185894.5,185894.5,,,,,0.0,1,0,0,0,0,0,0,0
1041,2020-21,ROBERT DYAS HOLDINGS LIMITED,572563,28628.15,4771.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23856.79,,,,,,,0,0,0,0,0,0,0,1
1042,2020-21,ROMAN ORIGINALS PLC,91715,4585.75,764.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3821.46,,,,,,,0,0,0,0,0,0,0,1
1043,2020-21,ROYS (WROXHAM) LIMITED,325857,16292.85,2715.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13577.37,13577.37,,,,,0.0,0,1,0,0,0,0,0,0
1044,2020-21,RYMAN LIMITED,352829,17641.45,2940.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14701.210000000001,,,,,,,0,0,0,0,0,0,0,1
1045,2020-21,SAINSBURY'S,977,48.85,8.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.71,40.71,,,,,0.0,0,1,0,0,0,0,0,0
1046,2020-21,SALLY SALON SERVICES LTD,15083,754.15,125.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.46,,,,,,,0,0,0,0,0,0,0,1
1047,2020-21,SALVATION ARMY,16541,827.05,137.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.2099999999999,,,,,,,0,0,0,0,0,0,0,1
1048,2020-21,SCOTTISH MIDLAND CO-OPERATIVE SOCIETY LTD,284026,14201.3,2366.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11834.419999999998,11834.419999999998,,,,,0.0,0,1,0,0,0,0,0,0
1049,2020-21,SCREWFIX DIRECT LTD,9039,451.95,15.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.59999999999997,436.6,,,,,5.684341886080802e-14,1,0,0,0,0,0,0,0
1050,2020-21,SEMI CHEM,8416,420.8,70.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.67,350.67,,,,,0.0,0,1,0,0,0,0,0,0
1051,2020-21,SKECHERS USA LTD,291,14.55,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.120000000000001,12.43,,,,,0.3099999999999987,1,0,0,0,0,0,0,0
1052,2020-21,SMIGGLE UK LIMITED,139388,6969.4,1161.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5807.83,,,,,41076.0,,0,0,0,0,0,0,0,1
1053,2020-21,SMYTHS TOYS UK LIMITED,1487864,74393.2,12398.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61994.329999999994,61994.329999999994,,,,,0.0,0,0,1,0,0,0,0,0
1054,2020-21,SNAPPY SNAPS,729,36.45,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.370000000000005,,,,,,,0,0,0,0,0,0,0,1
1055,2020-21,SODEXO LTD,138,6.9,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,,,,,,,0,0,0,0,0,0,0,1
1056,2020-21,SOUTHAMPTON CITY COUNCIL,195,9.75,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.120000000000001,8.12,,,,,-1.7763568394002505e-15,1,0,0,0,0,0,0,0
1057,2020-21,SPORTSWIFT LTD T/A CARD FACTORY,383744,19187.2,3197.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15989.330000000002,,,,,,,0,0,0,0,0,0,0,1
1058,2020-21,SSP UK LIMITED,4754,237.7,39.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.07999999999998,,,,,,,0,0,0,0,0,0,0,1
1059,2020-21,ST PETER'S HOSPICE,28108,1405.4,234.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171.17,,,,,,,0,0,0,0,0,0,0,1
1060,2020-21,SUE RYDER,166562,16243.1,2707.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13535.92,,,,,,,0,0,0,0,0,0,0,1
1061,2020-21,SUNRISE RECORDS & ENTERTAINMENT LTD T/A HMV,87017,4350.85,725.14,1000.0,0.0,0.0,0.0,500.0,500.0,0.0,2625.7100000000005,,,,,,,0,0,0,0,0,0,0,1
1062,2020-21,TATE BROS. LTD,43691,2994.65,499.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2495.54,,,,,,,0,0,0,0,0,0,0,1
1063,2020-21,TESCO STORES LTD,11889176,594458.8,99076.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495382.3300000001,495382.33,,,,,-5.820766091346741e-11,0,1,0,0,0,0,0,0
1064,2020-21,THE CHILDREN'S SOCIETY,34541,1727.05,287.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.21,,,,,,,0,0,0,0,0,0,0,1
1065,2020-21,THE CO-OPERATIVE GROUP,95462928,4773146.4,795524.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3977622.0000000005,2289602.37,,30343637.0,443387.0,,-1688019.6300000004,0,1,0,0,0,0,0,0
1066,2020-21,THE MIDCOUNTIES CO-OPERATIVE,1251992,62599.6,10433.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52166.33,,,,,,,0,0,0,0,0,0,0,1
1067,2020-21,THE PERFUME SHOP,258,12.9,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,,,,,,,0,0,0,0,0,0,0,1
1068,2020-21,THE SOUTHERN CO-OPERATIVE,6472752,324067.45,54011.24,43150.0,0.0,0.0,0.0,0.0,43150.0,0.0,226906.21000000002,226906.21000000002,,1713841.0,13307.0,,0.0,1,1,1,0,0,1,1,0
1069,2020-21,THORNTONS LTD,13647,1231.75,205.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.46,1026.46,,,,,0.0,0,0,0,0,0,0,1,0
1070,2020-21,TOOLSTATION LTD,263654,13182.7,2197.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10985.580000000002,10985.0,,,,,-0.5800000000017462,1,0,0,0,0,0,0,0
1071,2020-21,TRAVIS PERKINS PLC,18560,928.0,154.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.33,742.4,,,,,-30.930000000000064,0,0,0,0,0,0,1,0
1072,2020-21,UNIVERSITY OF EXETER,1694,169.4,28.23,25.0,25.0,0.0,0.0,0.0,0.0,0.0,116.17,,,,,,,0,0,0,0,0,0,0,1
1073,2020-21,VODAFONE LTD,8,0.4,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,,,,,0.0,1,0,0,0,0,0,0,0
1074,2020-21,VOLKSWAGEN GROUP UK LTD ,1689,168.9,28.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.75,168.9,,,,,28.150000000000006,1,0,0,0,0,0,0,0
1075,2020-21,W WING YIP & BROTHERS TRADING GROUP LTD,294096,14906.6,2484.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12422.17,,,,,,,0,0,0,0,0,0,0,1
1076,2020-21,WAITROSE LTD,26106407,1305320.35,217553.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087766.96,,,,,,,0,0,0,0,0,0,0,1
1077,2020-21,WAREMOSS LTD,8050,402.5,67.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.42,335.42,,,,,0.0,0,0,1,0,0,0,0,0
1078,2020-21,WARNER BROS. STUDIOS LEAVESDEN LTD.,29316,1465.8,244.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221.5,1221.5,,,,,0.0,1,1,0,0,0,0,0,0
1079,2020-21,WARRENS BAKERY LIMITED,6827,341.35,56.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.46000000000004,,,,,,,0,0,0,0,0,0,0,1
1080,2020-21,WATERFIELDS LEIGH LTD,147918,7476.95,1246.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6230.79,,,,,,,0,0,0,0,0,0,0,1
1081,2020-21,WATFORD ASSOCIATION FOOTBALL CLUB,23,1.15,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,,,,,,,0,0,0,0,0,0,0,1
1082,2020-21,WELCOME BREAK GROUP LIMITED,79888,3994.4,665.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3328.67,,,,,,,0,0,0,0,0,0,0,1
1083,2020-21,WH SMITH PLC,12797,678.35,113.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.29,,,,,,,0,0,0,0,0,0,0,1
1084,2020-21,WILDFOWL & WETLANDS TRUST (TRADING) LTD,2,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,,,,,0.0,1,0,0,0,0,0,0,0
1085,2020-21,WM MORRISON SUPERMARKETS PLC,94946130,4747306.5,274004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4473302.5,3545996.0,,,,,-927306.5,1,0,1,0,0,1,1,0
1086,2020-21,WOBURN ENTERPRISES PARTNERSHIP,2069,103.45,17.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.21000000000001,86.21,,,,,-1.4210854715202004e-14,1,0,0,0,0,0,0,0
1087,2020-21,WOODTHORPE HALL GARDEN CENTRES LIMITED,40931,2387.2,397.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989.33,,,,,,,0,0,0,0,0,0,0,1
1088,2020-21,WRIGHTS PIES (SHELTON) LTD,46892,2344.6,390.77,50.0,0.0,0.0,50.0,0.0,0.0,0.0,1903.83,1903.83,34609.0,,,,0.0,1,1,0,0,0,0,0,0
1089,2020-21,YESSS (A) ELECTRICAL LTD,182500,9125.0,1520.83,500.0,0.0,0.0,0.0,0.0,500.0,0.0,7104.17,7104.17,,,,,0.0,0,1,0,0,0,0,0,0
1090,2020-21,YTC LTD,375069,18753.45,3125.58,400.0,50.0,200.0,120.0,0.0,30.0,0.0,15227.87,,,,,,,0,0,0,0,0,0,0,1
