,year,company_name,number_of_single_use_plastic_bags_issued,gross_proceeds_of_charge,vat,costs_deducted,cost_of_changing_till_systems,cost_of_staff_communications,cost_of_customer_communications,cost_of_obtaining_advice_on_charge,cost_of_administering_donations,other_costs_associated_with_implementing_charge,net_proceeds,amount_donated_to_good_causes,number_of_paper_bags_issued,number_of_bags_for_life_issued,number_of_fabric_bags_issued,number_of_other_bags_issued,difference_between_donations_and_proceeds,charity/voluntary,local_causes,health,arts_heritage,sports,education,environment,unknown
0,2016-17,2 SISTERS (RED MEAT) LTD,20638,1031.9,171.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.92,859.0,,,,,-0.9199999999999591,1,1,0,0,0,0,0,0
1,2016-17,A F BLAKEMORE & SON LTD,6439197,321959.85,53659.98,14586.64,0.0,0.0,0.0,0.0,14586.64,0.0,253713.24,253713.24,,,,,0.0,0,0,0,0,0,0,0,1
2,2016-17,AGE UK TRADING CIC,818423,40921.15,6792.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34128.24,34128.0,,,,,-0.23999999999796273,1,0,0,0,0,0,0,0
3,2016-17,ALDI STORES LTD,67203919,3360195.95,560032.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800163.29,2800163.0,,3750662.0,,,-0.2900000000372529,1,1,1,0,0,1,1,0
4,2016-17,"ANIMAL, A DIVISION OF H YOUNG (OPERATIONS) LIMITED",30546,1527.3,254.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1272.75,1272.75,,,,,0.0,0,0,0,0,0,0,0,1
5,2016-17,ARCHANT COMMUNITY MEDIA LIMITED,165301,8265.05,1377.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6887.55,8265.0,,,,,1377.4499999999998,0,0,0,0,0,0,1,0
6,2016-17,ARGOS,8382380,419119.0,69853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349266.0,0.0,,,,,-349266.0,0,0,0,0,0,0,0,1
7,2016-17,ASDA STORES LIMITED,165766608,8288330.0,1381388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6906942.0,6906942.0,,,,,0.0,1,0,1,0,0,0,0,0
8,2016-17,ASTON VILLA FOOTBALL CLUB,20139,1006.95,167.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839.14,839.0,,,,,-0.13999999999998636,1,0,0,0,0,0,0,0
9,2016-17,B&Q,1266294,63314.7,10552.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52761.25,104078.0,,815267.0,,,51316.75,1,0,0,0,0,0,0,0
10,2016-17,BAGS ETC LTD,36637,1831.85,305.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.54,0.0,,,,,-1526.54,0,0,0,0,0,0,0,1
11,2016-17,BARGAIN BOOZE,349795,17489.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17489.75,,,,,,0,0,1,0,0,0,0,0
12,2016-17,BARTON GRANGE GROUP LTD,104366,5218.3,866.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4351.85,4352.0,,,,,0.1499999999996362,0,1,0,0,0,0,0,0
13,2016-17,"BATH & NORTH EAST SOMERSET COUNCIL, MUSEUMS TRADING",33108,1655.4,275.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1379.5,1380.0,,,,,0.5,0,0,0,1,0,0,0,0
14,2016-17,BEAVERBROOKS THE JEWELLERS LTD,1068,53.4,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,45.0,435710.0,,,,0.5,0,1,0,0,0,0,0,0
15,2016-17,BENTS GARDEN CENTRE LIMITED,32165,1608.25,266.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1341.28,0.0,,,,,-1341.28,0,0,0,0,0,0,0,1
16,2016-17,BIDDLES OF GUILDFORD,876,43.8,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,37.0,600.0,,,,0.5,1,1,0,0,0,0,0,0
17,2016-17,BIRDS (DERBY) LTD,598162,29908.1,4985.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24922.44,24922.44,,2738.0,,,0.0,1,0,0,0,0,0,0,0
18,2016-17,BLACKBURN ROVERS FOOTBALL & ATHLETIC LTD,7154,357.7,71.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.16,286.0,,,,,-0.160000000000025,1,1,0,0,0,0,0,0
19,2016-17,BLACKPOOL PLEASURE BEACH LTD,30894,1544.7,257.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1287.25,1545.0,,357.0,,,257.75,1,0,0,0,0,0,0,0
20,2016-17,BLACKWELL UK LIMITED,238247,11897.0,1983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9914.0,0.0,,,,,-9914.0,0,0,0,0,0,0,0,1
21,2016-17,BLUE CROSS,104455,5222.75,870.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4352.29,0.0,,,,,-4352.29,1,0,0,0,0,0,0,0
22,2016-17,BMB CLOTHING LIMITED,119780,5989.0,994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4995.0,4995.0,119780.0,,,,0.0,1,0,0,0,0,0,0,0
23,2016-17,BOC LTD,111,5.55,1.11,4.44,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,0,0,0,0,0,0,1
24,2016-17,"BODLEIAN LIBRARIES, UNIVERSITY OF OXFORD",6813,340.65,56.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.1,0.0,,,,,-284.1,0,0,0,0,0,0,0,1
25,2016-17,BONMARCHE LIMITED,2141005,104311.44,17329.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86981.75,86982.0,,,,,0.25,1,0,0,0,0,0,0,0
26,2016-17,BOOKER RETAIL PARTNERS,503419,25170.95,4193.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20977.47,19667.0,,,,,-1310.4700000000012,0,1,0,0,0,0,0,0
27,2016-17,BOUX AVENUE LIMITED,101283,6077.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5064.0,5064.0,,,,,0.0,1,0,0,0,0,0,0,0
28,2016-17,BRADFORDS BUILDING SUPPLIES LTD,2542,127.1,25.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.92,102.0,,,,,0.0799999999999983,1,0,0,0,0,0,0,0
29,2016-17,BRIGHTON & HOVE ALBION FC,16609,828.61,166.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.52,0.0,,222.0,,,-662.52,0,0,0,0,0,0,0,1
30,2016-17,BRITANNIA JINKY JERSEY LTD,69101,3456.23,192.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3263.6,0.0,,,,,-3263.6,0,0,0,0,0,0,0,1
31,2016-17,BROBOT PETROLEUM LIMITED,86735,4336.75,722.7916666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3613.9583333333335,,,,,,,0,0,0,0,0,0,0,1
32,2016-17,BRYANSTON CONFERENCE CENTRE LIMITED,1198,59.9,11.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.99,,,,,,,0,0,0,0,0,1,0,0
33,2016-17,BUTLINS,434169,21567.7,3543.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18024.18,21567.0,,34400.0,,,3542.8199999999997,1,0,0,0,0,0,0,0
34,2016-17,C AND J CLARKS INTERNATIONAL LIMITED,4173738,208686.93,41737.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166949.55,166949.0,,,,,-0.5499999999883585,1,0,0,0,0,0,0,0
35,2016-17,C BREWER & SONS LTD,22327,1116.35,223.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.08,893.0,,,,,-0.08000000000004093,0,0,0,0,0,0,1,0
36,2016-17,CATS PROTECTION,101200,5060.0,843.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216.67,4216.0,,,,,-0.6700000000000728,1,0,0,0,0,0,0,0
37,2016-17,CAVAGHAN & GRAY LTD,10969,548.45,91.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.05,457.0,,,,,-0.05000000000001137,1,0,0,0,0,0,1,0
38,2016-17,CDS SUPERSTORES INTERNATIONAL LTD T/A THE RANGE,4410505,219999.77,36749.69,500.0,0.0,500.0,0.0,0.0,0.0,0.0,182750.08,182750.0,,,,,-0.07999999998719431,0,1,0,0,0,0,0,0
39,2016-17,CENTER PARCS,324070,18654.0,3003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15651.0,18654.0,,,,,3003.0,1,0,0,0,0,0,0,0
40,2016-17,CENTRAL ENGLAND CO-OPERATIVE SOCIETY,13620162,681013.0,110572.0,10500.0,0.0,0.0,0.0,0.0,10500.0,0.0,559941.0,504285.0,,2618362.0,,,-55656.0,0,0,1,0,0,0,0,0
41,2016-17,CHARLES TYRWHITT SHIRTS LTD,1116,55.8,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,47.0,,,,,0.5,1,0,0,0,0,0,0,0
42,2016-17,CHELMSFORD STAR CO-OPERATIVE SOCIETY LTD,1196,59.8,11.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.33,0.0,,1528335.0,,,-48.33,0,0,0,0,0,0,0,1
43,2016-17,CHESTER ZOO ENTERPRISES LTD,12942,647.1,107.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.25,539.0,,22227.0,,,-0.25,1,0,0,0,0,0,0,0
44,2016-17,CHOICE DISCOUNT STORES LIMITED,615933,30796.65,5132.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25663.87,25664.0,,,,,0.13000000000101863,1,1,1,0,0,0,0,0
45,2016-17,CHOICE SUPPORT,564,35.27,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.22,28.0,,33.0,,,-0.21999999999999886,1,0,0,0,0,0,0,0
46,2016-17,CITY OF BRADFORD MDC,503,25.15,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.96,21.0,,,,,0.03999999999999915,0,1,0,0,0,0,0,0
47,2016-17,COMPANY SHOP LTD,573362,29352.7,4892.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24460.58,10157.0,,,,,-14303.580000000002,0,1,0,0,0,0,0,0
48,2016-17,COMPASS GROUP UK AND IRELAND LIMITED,73074,3653.7,608.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3044.75,3045.0,,,,,0.25,1,0,0,0,0,0,1,0
49,2016-17,COOK TRADING LTD,619360,30968.0,5161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25807.0,25807.0,,,,,0.0,1,0,0,0,0,0,0,0
50,2016-17,COOPLAND AND SON (SCARBOROUGH) LTD,1165343,58267.15,9711.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48555.96,48555.0,,,,,-0.9599999999991269,1,0,0,0,0,0,0,0
51,2016-17,COUNTRYWIDE FARMERS PLC,39872,1993.6,332.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1661.46,0.0,,,,,-1661.46,0,0,0,0,0,0,0,1
52,2016-17,COURTESY SHOES LTD,304176,15208.8,2534.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12674.0,0.0,,,,,-12674.0,0,0,0,0,0,0,0,1
53,2016-17,CROYDON LOGISTICS LTD,1253,62.65,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.12,63.0,,,,,12.880000000000003,0,0,1,0,0,0,0,0
54,2016-17,CVS GROUP PLC,1875,93.75,15.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.12,0.0,,,,,-78.12,0,0,0,0,0,0,0,1
55,2016-17,D J SQUIRE & CO LTD,96068,4803.4,800.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4002.83,4002.0,,,,,-0.8299999999999272,1,0,0,0,0,0,0,0
56,2016-17,DEBENHAMS RETAIL LTD,3876495,193824.75,32304.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161520.62,161521.0,,11132476.0,,,0.3800000000046566,1,0,0,0,0,0,0,0
57,2016-17,DECATHLON,617887,35473.0,5912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29561.0,0.0,,34736.0,,,-29561.0,0,0,0,0,0,0,0,1
58,2016-17,DEICHMANN SHOES UK LTD,1888561,94428.07,18885.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75542.46,0.0,,,,,-75542.46,0,0,0,0,0,0,0,1
59,2016-17,DIAGEO,696,34.8,6.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.84,0.0,,,,,-27.84,0,0,0,0,0,0,0,1
60,2016-17,"DICKINSON & MORRIS, PART OF THE SAMWORTH BROTHERS GROUP",23667,1183.36,197.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.82,986.0,,,,,0.17999999999994998,1,0,0,0,0,0,0,0
61,2016-17,DIRECT WINES LIMITED,16052,802.6,133.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.83,669.0,,,,,0.16999999999995907,1,0,0,0,0,0,0,0
62,2016-17,DOBBIES GARDEN CENTRES LTD,170742,8537.1,1707.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6829.68,6894.0,,,,,64.31999999999971,1,1,0,0,0,0,0,0
63,2016-17,DUNELM (SOFT FURNISHINGS) LTD,1915951,95797.55,17325.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78471.8,78471.0,,129931.0,,,-0.8000000000029104,1,0,0,0,0,0,0,0
64,2016-17,DURHAM COUNTY COUNCIL,393,19.65,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.31,20.0,,,,,1.6900000000000013,1,1,0,0,0,0,0,0
65,2016-17,DUVETCO LTD,25523,1276.15,212.69,379.74,0.0,0.0,0.0,0.0,0.0,379.74,683.72,0.0,,,,,-683.72,0,0,0,0,0,0,0,1
66,2016-17,E H BOOTH & CO LIMITED,3232518,161660.3,26943.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134716.92,0.0,,,,,-134716.92,0,0,0,0,0,0,0,1
67,2016-17,EDMUNDSON ELECTRICAL LTD,12793,639.65,106.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.04,1000.0,,,,,466.96000000000004,0,0,0,0,0,0,1,0
68,2016-17,ELIM FOURSQAURE GOSPEL ALLIANCE,1431,71.55,10.52,52.6,0.0,52.6,0.0,0.0,0.0,0.0,8.43,0.0,,,,,-8.43,0,0,0,0,0,0,0,1
69,2016-17,ELIOR UK,150803,7542.54,1257.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6285.45,6285.0,,,,,-0.4499999999998181,1,0,0,0,0,0,0,0
70,2016-17,ELLIS BRIGHAM LTD,43934,2186.84,364.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1822.36,2980.0,,,,,1157.64,1,0,0,0,1,0,0,0
71,2016-17,ENTERTAINMENT MAGPIE LTD,185954,9298.0,1549.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7748.33,7748.0,,,,,-0.32999999999992724,0,1,0,0,0,0,0,0
72,2016-17,ESTEE LAUDER COSMETICS LIMITED,81878,4093.9,682.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3411.58,4094.0,,,,,682.4200000000001,1,0,0,0,0,0,0,0
73,2016-17,EXTRACARE RETAIL LIMITED,88981,4472.6,745.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3727.17,3727.0,,,,,-0.17000000000007276,1,0,0,0,0,0,0,0
74,2016-17,EYRE & ELLISTON LTD,231,11.55,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.63,50.0,,,,,40.37,0,0,1,0,0,0,0,0
75,2016-17,F HINDS LTD,83597,4179.85,696.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3483.48,3484.0,,,,,0.5199999999999818,0,1,0,0,0,0,0,0
76,2016-17,FARMFOODS LIMITED,12830360,641518.0,106920.0,10598.0,0.0,0.0,0.0,0.0,0.0,10598.0,524000.0,0.0,,,,,-524000.0,0,0,0,0,0,0,0,1
77,2016-17,FENWICK LIMITED,760128,38006.4,6335.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31670.73,31671.0,,,,,0.27000000000043656,1,0,0,0,0,0,0,0
78,2016-17,FROZEN VALUE LTD,2158989,107949.45,17991.58,7427.4400000000005,0.0,1000.0,0.0,0.0,3500.0,2927.44,82530.43,0.0,,,,,-82530.43,0,0,0,0,0,0,0,1
79,2016-17,GAME RETAIL LIMITED,1197353,59867.67,11973.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47894.15,47894.0,,,,,-0.1500000000014552,1,0,0,0,0,0,0,0
80,2016-17,GAP EUROPE LIMITED,91605,4438.0,740.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3697.0,3698.0,,,,,1.0,1,0,0,0,0,0,0,0
81,2016-17,GODDARD VETERINARY GROUP,18750,937.5,156.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.25,781.0,,,,,-0.25,0,1,0,0,0,0,0,0
82,2016-17,GRABAL ALOK UK LIMITED,1431335,71566.75,11927.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59638.96,0.0,1431335.0,,,,-59638.96,0,0,0,0,0,0,0,1
83,2016-17,GRAFTON MERCHANTING GB LTD,17257,862.85,143.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.04,719.0,,,,,-0.03999999999996362,1,0,0,0,0,0,0,0
84,2016-17,GRAINGER GAMES LIMITED,104425,5263.0,877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4386.0,0.0,,,,,-4386.0,0,0,0,0,0,0,0,1
85,2016-17,GREENHALGH'S CRAFT BAKERY LTD,325926,16296.3,2716.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13580.25,13580.0,4344251.0,6343.0,,,-0.25,1,1,0,0,0,0,0,0
86,2016-17,GREENWOODS MENSWEAR LIMITED,247266,12363.3,2060.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10302.75,0.0,,,,,-10302.75,0,0,0,0,0,0,0,1
87,2016-17,GREGGS PLC,15438957,771948.0,128658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643290.0,643290.0,,,,,0.0,0,0,0,0,0,0,1,0
88,2016-17,GUILD CARE,6490,333.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.91,334.0,6490.0,,,,0.08999999999997499,1,0,0,0,0,0,0,0
89,2016-17,H&M HENNES & MAURITZ UK AND IRELAND LTD,18656176,932808.8,151775.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781033.52,781033.62,,,,,0.09999999997671694,0,0,0,0,0,0,0,1
90,2016-17,H.I. WELDRICK LTD.,16819,840.95,140.16,150.48,0.0,0.0,0.0,0.0,0.0,150.48,550.31,550.0,,,,,-0.30999999999994543,1,0,0,0,0,0,0,0
91,2016-17,HALFORDS GROUP PLC,383035,18221.95,3036.99,4264.18,0.0,0.0,0.0,0.0,0.0,4264.18,10920.78,0.0,,,,,-10920.78,0,0,0,0,0,0,0,1
92,2016-17,HASKINS GARDEN CENTRES LTD,58585,2929.25,488.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2441.04,0.0,,,,,-2441.04,0,0,0,0,0,0,0,1
93,2016-17,HAVEN HOLIDAYS,1051459,52572.97,8762.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43810.81,43811.0,,,,,0.1900000000023283,0,0,0,0,0,0,1,0
94,2016-17,HEART OF ENGLAND CO-OPERATIVE SOCIETY LIMITED,1508713,75619.0,12603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63016.0,63016.0,,,,,0.0,1,1,1,0,0,1,1,0
95,2016-17,HEATHCOAT FABRICS LIMITED,600,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,,,,,-24.0,0,0,0,0,0,0,0,1
96,2016-17,HELSTON GARAGES LTD,4353,217.65,36.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.38,181.0,,,,,-0.37999999999999545,1,0,0,0,0,0,0,0
97,2016-17,HIDDEN HEARING LTD,5546,277.31,46.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.09,231.0,5546.0,,,,-0.09000000000000341,1,0,0,0,0,0,0,0
98,2016-17,HILLIER NURSERIES LTD,18193,909.54,181.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.5,729.0,867.0,,,,0.5,0,0,1,0,0,0,0,0
99,2016-17,HKS RETAIL LIMITED,181246,9062.300000000001,1510.3833333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7551.916666666668,9578.0,,,,,2026.0833333333321,1,0,0,0,0,0,0,0
100,2016-17,HMV RETAIL LTD,3259426,162971.3,27161.88,65000.0,5000.0,15000.0,0.0,10000.0,25000.0,10000.0,70809.42,0.0,,,,,-70809.42,0,0,0,0,0,0,0,1
101,2016-17,HOBBYCRAFT TRADING LTD,1690129,86196.81999999999,14360.7753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71836.0447,,,,,,,0,0,0,0,0,0,0,1
102,2016-17,HOMEBASE (HHGL LTD),833228,45507.59,8912.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36595.27,36595.0,,,,,-0.2699999999967986,1,0,0,0,0,0,0,0
103,2016-17,HOTEL CHOCOLAT RETAIL LTD,85723,4286.15,714.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3571.8,0.0,,,,,-3571.8,0,0,0,0,0,0,0,1
104,2016-17,HOUSE OF FRASER STORES LTD,5141352,257068.0,42845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214223.0,214223.0,,,,,0.0,1,0,0,0,0,0,0,0
105,2016-17,HOUSE OF LORDS CATERING AND RETAIL SERVICES,10123,506.15,84.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.79,421.79,,,,,0.0,1,0,0,1,0,0,0,0
106,2016-17,HUGHES TV AND AUDIO LIMITED,9585,480.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,,,,,0.0,0,0,1,0,0,0,0,0
107,2016-17,ICELAND FOODS LTD,100174324,5008716.0,834786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4173930.0,0.0,,,,,-4173930.0,0,0,0,0,0,0,0,1
108,2016-17,IMPERIAL WAR MUSEUM,45706,2285.1,380.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1904.25,0.0,,,,,-1904.25,0,0,0,0,0,0,0,1
109,2016-17,ISS MEDICLEAN LTD,357489,17874.0,2979.0,11500.0,3000.0,1000.0,1000.0,1000.0,500.0,5000.0,3395.0,0.0,,,,,-3395.0,0,0,0,0,0,0,0,1
110,2016-17,J BARBOUR & SONS LTD,32789,1639.45,273.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.21,0.0,,,,,-1366.21,0,0,0,0,0,0,0,1
111,2016-17,J.P.MCDOUGALL & CO.LIMITED TRADING AS DULUX DECORATOR CENTRES,45718,4571.8,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3809.8,0.0,,,,,-3809.8,0,0,0,0,0,0,0,1
112,2016-17,JARROLD & SONS LIMITED,112433,5621.65,936.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4684.71,4150.0,,,,,-534.71,0,1,0,0,0,0,0,0
113,2016-17,JD SPORTS FASHION PLC,12181498,609075.0,101512.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507562.0,0.0,,,,,-507562.0,0,0,0,0,0,0,0,1
114,2016-17,JOHN GROSE GROUP LTD,22718,1135.9,189.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.58,946.58,,,,,0.0,1,0,0,0,0,0,0,0
115,2016-17,JOHN LEWIS PLC,11262946,563147.0,93858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469289.0,469289.0,,,,,0.0,0,1,0,0,0,0,0,0
116,2016-17,KEELHAM FARM SHOP LIMITED,294378,14718.9,2286.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12432.42,0.0,,33209.0,,,-12432.42,0,0,0,0,0,0,0,1
117,2016-17,KEW ELECTRICAL DISTRIBUTORS LTD,1473,73.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.65,73.0,1473.0,,,,-0.6500000000000057,0,1,0,0,0,0,0,0
118,2016-17,KIKO UK LTD,167181,8359.05,1671.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6687.24,0.0,,,,,-6687.24,0,0,0,0,0,0,0,1
119,2016-17,KRISPY KREME UK LTD,691841,34592.0,6897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27695.0,0.0,,,,,-27695.0,0,0,0,0,0,0,0,1
120,2016-17,L ROWLANDS & CO (RETAIL) LIMITED,64404,3220.2,536.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2683.8,3220.2,64404.0,,,,536.3999999999996,0,0,1,0,0,0,0,0
121,2016-17,LAKELAND LIMITED,277960,13898.0,2316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11582.0,11582.0,,,,,0.0,1,0,0,0,0,0,1,0
122,2016-17,LEEDS BECKETT UNIVERSITY,4417,220.85,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.05,184.0,,,,,-0.05000000000001137,1,0,0,0,0,0,0,0
123,2016-17,LEONARD F JOLLYES (B.P) LTD,228357,11417.85,1902.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9514.87,10000.0,,,,,485.1299999999992,1,1,0,0,0,0,0,0
124,2016-17,LIDL UK GMBH,53060333,2653017.0,442169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2210848.0,0.0,,,,,-2210848.0,0,0,0,0,0,0,0,1
125,2016-17,LINCOLNSHIRE COOPERATIVE LTD,3568108,178405.0,29734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148671.0,148671.0,,441188.0,,,0.0,0,1,0,0,0,0,0,0
126,2016-17,LLOYDS PHARMACY LTD,848387,42419.35,8483.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33935.48,33935.0,,,,,-0.4800000000032014,1,0,0,0,0,0,0,0
127,2016-17,LONGLEAT ENTERPRISES LIMITED,34464,1723.2,287.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.0,1436.0,,,,,0.0,0,1,0,0,0,0,0,0
128,2016-17,LOROS ENTERPRISES LTD,4609,230.45,38.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.04,0.0,,,,,-192.04,0,0,0,0,0,0,0,1
129,2016-17,LOUGHBOROUGH STUDENTS UNION,98350,4917.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4097.0,0.0,,,,,-4097.0,0,0,0,0,0,0,0,1
130,2016-17,MACHINE MART LTD,14070,703.5,140.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.8,0.0,,,,,-562.8,0,0,0,0,0,0,0,1
131,2016-17,MACKAYS STORES LTD,1728908,86445.4,14407.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72037.83,72038.0,1728908.0,,,,0.16999999999825377,1,0,0,0,0,0,0,0
132,2016-17,MAJESTIC WINE WAREHOUSES LTD,38469,1938.1,387.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.48,0.0,,,,,-1550.48,0,0,0,0,0,0,0,1
133,2016-17,MAPLIN ELECTRONICS LTD,376832,18841.6,3140.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15701.33,15701.0,,,,,-0.32999999999992724,1,0,0,0,0,0,0,0
134,2016-17,MARIE CURIE,283213,19362.8,3211.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16151.19,0.0,,20374.0,,,-16151.19,0,0,0,0,0,0,0,1
